Reaction ID	Rule	Aligned smarts	Reaction center
685	rule0038	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCC(=O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	((7, 9), (2,), (17, 15))
705	rule0006	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12.OCC1OC(O)C(O)C(O)C1O>>O.O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12	((14, 15), (5,))
726	rule0098	NC(=O)OP(=O)(O)O.NCCCCN>>NCCCCNC(N)=O.O=P(O)(O)O	((1, 3), (0,))
747	rule0011	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12>>COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1.Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	((0, 1), (16,))
767	rule0006	CCCCCC(O)CCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)O>>CCCCCCCCCCCCCCCCCC(=O)OC(CCCCC)CCCCCCCCCCCC(=O)O.O	((5, 6), (19,))
788	rule0021	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.*C(=O)OCC(O)COP(=O)(O)O>>*C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.O=P(O)(O)OCC(O)CO	((47,), (1, 3))
811	rule0129	O=P(O)(O)OCC1OC(O)CC1O>>O=P(O)(O)OC1CC(O)C(CO)O1	((9, 4, 1),)
835	rule0302	N=C(NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O>>N=C(N)NCCCC(N)C(=O)O.O=C(O)C=CC(=O)O	((13, 12, 11),)
856	rule0181	O=C(O)c1ccc(O)cc1.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O.O=P(O)(O)OP(=O)(O)O	((5,), (39, 40))
876	rule0017	O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.O=P(O)(O)O>>O.O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O	((11,), (2, 1))
898	rule0300	Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2.CC(C)(CO)C(=O)C(=O)O>>CC(C)C(=O)C(=O)O.Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC1CN2.O	((8, 11), (1, 3, 4))
939	rule0123	*OP(=O)(O)OCC(COC(*)=O)OC(*)=O.*C(=O)OCC(CSCC(N)C(*)=O)OC(*)=O>>*C(=O)NC(CSCC(COC(*)=O)OC(*)=O)C(*)=O.*OP(=O)(O)OCC(CO)OC(*)=O	((10, 9), (10,))
984	rule0056	*C(N)=O.O>>*C(=O)O.N	((1, 2), (0,))
1004	rule0001	CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)C(O)C1O.*OC1OC(COS(=O)(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1NC(C)=O>>*OC1OC(COS(=O)(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C1NC(C)=O.Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((3, 4), (25,))
1025	rule1182	*OP(=O)(O)OCC(COC(*)=O)OC(=O)CCCCCCCC1CC1*.Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O>>*C=CCCCCCCCC(=O)OC(COC(*)=O)COP(=O)(O)O*.C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O	((14, 16, 17, 23, 24, 25), (14,))
1069	rule0001	CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)C(O)C1O.*NC(C(*)=O)C(C)O>>*NC(C(*)=O)C(C)OC1OC(C)C(O)C(O)C1O.Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((3, 4), (8,))
1090	rule0350	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O>>CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS	((1,), (1, 3))
1111	rule0084	O=c1cc[nH]c(=O)[nH]1.O=P(O)(O)OCC1OC(O)C(O)C1O>>O.O=c1[nH]cc(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((2,), (8, 9))
1155	rule0011	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1>>COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NCC2.Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	((0, 1), (13,))
1175	rule0001	CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C.CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C>>CCCCCC=CCC=CCC=CCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C	((17, 19), (18,))
1197	rule0568	O=P(O)(O)OP(=O)(O)O.Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1>>Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((2,), (16, 13))
1261	rule1214	NCc1c[nH]c2nc(N)[nH]c(=O)c12.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1>>N#Cc1c[nH]c2nc(N)[nH]c(=O)c12.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1	((1, 0), (3, 4, 5, 6, 7, 47), (3, 4, 5, 6, 7, 47))
1281	rule0037	O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O.O=C(O)c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1	((2,), (18, 15))
1302	rule0197	*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.*C(=O)OCC(O)COP(=O)(O)O>>*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(*)=O)C(*)=O.O=P(O)(O)OCC(O)CO	((25,), (1, 3))
1323	rule0026	C[N+](C)(C)CC=O.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O>>C[N+](C)(C)CC(=O)O.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1	((5,), (3, 4, 5, 6, 7, 43), (0,))
1366	rule0010	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.*OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3c[n+](C)c4c(=O)[nH]c(N)nc43)C(O)C2O)OC(*)C1OC>>*OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3c[n+](C)c4c(=O)[nH]c(N)nc43)C(O)C2O)OC(*)C1O.C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O	((14,), (43, 42))
1388	rule0040	CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C>>CC(C)CCCC(C)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C	((14, 15, 16),)
1409	rule0241	*C(N)=O>>*C#N.O	((2, 1, 3),)
1451	rule0001	Nc1ccn(C2OC(COP(=O)(O)OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(O)C2O)c(=O)n1.CCCCCCCCCCCC(O)CC(=O)NC1C(OP(=O)(O)O)OC(COC2OC(CO)C(OP(=O)(O)O)C(OC(=O)CC(O)CCCCCCCCCCC)C2NC(=O)CC(O)CCCCCCCCCCC)C(O)C1OC(=O)CC(O)CCCCCCCCCCC>>CCCCCCCCCCCC(O)CC(=O)NC1C(OP(=O)(O)O)OC(COC2OC(COC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(OP(=O)(O)O)C(OC(=O)CC(O)CCCCCCCCCCC)C2NC(=O)CC(O)CCCCCCCCCCC)C(O)C1OC(=O)CC(O)CCCCCCCCCCC.Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1	((14, 13), (32,))
1472	rule0003	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.CCCCCC(=O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O>>CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	((3, 4, 5, 41, 42, 43), (5, 6))
1492	rule0354	O=P(O)(O)OCC1OC(O)CC1O>>CC=O.O=CC(O)COP(=O)(O)O	((7, 8, 9, 10, 11, 12),)
1513	rule0012	CCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCC=CC(O)C(N)CO>>CCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCC.O	((15, 17), (18,))
1557	rule0007	*OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O.O>>*OCC(O)COP(=O)(O)OCC[N+](C)(C)C.CC(=O)O	((3, 16), (0,))
1578	rule0129	O=P(O)(O)OCC1OC(O)C(O)C1O>>O=P(O)(O)OC1OC(CO)C(O)C1O	((9, 4, 1),)
1643	rule0042	CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O>>CC(=O)NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS	((1, 3), (0,))
1686	rule0023	CC(=O)C(=O)O.O=C=O>>O=C(O)CC(=O)C(=O)O	((0,), (1, 0))
1730	rule0111	NC(=O)NC1NC(=O)NC1=O.O>>NC(=O)NC(NC(N)=O)C(=O)O	((9, 8), (0,))
1793	rule0017	CCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCC.O=P(O)(O)O>>CCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)O)OC(=O)CCCCCCC.O	((16,), (2, 1))
1833	rule0123	*P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OC(=O)C(N)CC(C)C.*C(=O)C(N)CC(=O)O>>*C(=O)C(CC(=O)O)NC(=O)C(N)CC(C)C.*P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O	((23, 22), (4,))
1875	rule0062	CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.COC(=O)C1=C2Nc3ccccc3C23CCN2CC4OC4C(C(C)O)(C1)C23>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.COC(=O)C1=C2Nc3ccccc3C23CCN2CC4OC4C(C(C)OC(C)=O)(C1)C23	((1, 3), (24,))
1895	rule0007	O=C1C(OC2OC(CO)C(O)C(O)C2O)Oc2ccccc2N1O.O>>O=C1C(O)Oc2ccccc2N1O.OCC1OC(O)C(O)C(O)C1O	((2, 3), (0,))
1937	rule0134	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.NCCCC(N)C(=O)O.O=O>>NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.NC(CCCNO)C(=O)O.O	((3, 4, 5, 45, 46, 47), (0,), (0, 1))
1960	rule0003	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.CC(CCC(=O)O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(O)C12C>>CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	((3, 4, 5, 41, 42, 43), (16, 17))
1981	rule0227	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(N(C)C)C3O)O2)c(=O)[nH]c1=O>>C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(O)C(N)C3O)O2)c(=O)[nH]c1=O	((14,), (14,), (27, 26, 28))
2001	rule0422	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.*OC1C(COP(*)(=O)O)OC(n2cnc3c(N)ncnc32)C1O>>*OC1C(COP(*)(=O)O)OC(n2cnc3c(=N)n(C)cnc32)C1O.Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	((0, 1), (18, 16, 17))
2022	rule0424	O=C(O)CCC(=O)C(=O)O.CC(C)=CCCC(C)=CCCC(C)=CCC1(C)C(=O)C(C)=C(O)C(C(=O)O)=C1C.O=O>>CC(=CCC1(C)C(=O)C(C)=C(O)C(C(=O)O)=C1C)CCC=C(C)CCC1OC1(C)C.O=C(O)CCC(=O)O.O=C=O	((5, 7, 9), (1, 3), (0, 1))
2042	rule0060	CCCCCCCCCCCCCCCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCCCCC(C)C(=O)O	((18, 20), (0,))
2085	rule0001	O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O>>CC12CCC3c4cc(O)c(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((5, 6), (10,))
2109	rule0096	O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO.O=P(O)(O)O>>O=C(O)C(O)C(O)C(O)C(O)CO.O=P(O)(O)OC1OC(CO)C(O)C(O)C1O	((9, 8), (2,))
2217	rule0089	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O.O=CO>>NC(CCC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(=O)O.O	((9,), (1, 2))
2238	rule1017	CSCCC(N)C(=O)O.CN(C)CC(=O)O>>C[N+](C)(C)CC(=O)O.NC(CCS)C(=O)O	((0, 1), (1,))
2285	rule0268	NC(CC(=O)OP(=O)(O)O)C(=O)O.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1>>NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.NC(CC=O)C(=O)O.O=P(O)(O)O	((3, 5), (3, 4, 5, 45, 46, 47))
2306	rule0002	OC1C(O)C(O)C(O)C(O)C1O.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=C1C(O)C(O)C(O)C(O)C1O	((1, 0), (3, 4, 5, 6, 7, 43))
2348	rule0847	*P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O.NC(Cc1c[nH]c2ccccc12)C(=O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O>>*P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OC(=O)C(N)Cc1c[nH]c2ccccc12.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.O=P(O)(O)OP(=O)(O)O	((21, 22), (14,), (18, 15))
2370	rule0021	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC>>CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	((47,), (17, 19))
2391	rule0049	*NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O.O=P(O)(O)O>>*NC(CCC(=O)O)C(*)=O.NC(CCC(=O)O)C(=O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	((5, 7), (21,), (2, 1))
