Reaction ID	Rule	Aligned smarts	Reaction center
1247	rule0003	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=C1C(O)C(O)C(O)C(O)C1O>>NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.OC1C(O)C(O)C(O)C(O)C1O	((3, 4, 5, 41, 42, 43), (1, 0))
1267	rule0006	CCCCCC=CCC=CCCCCCCCC(=O)O.OCC(O)CO>>CCCCCC=CCC=CCCCCCCCC(=O)OC(CO)CO.O	((17, 19), (3,))
1287	rule0007	*NC(Cc1ccc(OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)cc1)C(*)=O.O>>*NC(Cc1ccc(O)cc1)C(*)=O.O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((7, 8), (0,))
1287	rule0125	O.*NC(Cc1ccc(OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)cc1)C(*)=O>>*NC(Cc1ccc(O)cc1)C(*)=O.O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((0,), (8, 9))
1329	rule0120	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.*C1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)OC4C(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC5OC(n6c[n+](C)c7c(=O)[nH]c(N)nc76)C(O)C5O)OC(n5cnc6c(N)ncnc65)C4OC)OC(n4cnc5c(N)ncnc54)C3O)OC(n3cc(C)c(=O)[nH]c3=O)C2O)OC(n2cnc3c(N)ncnc32)C1O>>*C1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)OC4C(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC5OC(n6cnc7c(=O)[nH]c(N)nc76)C(O)C5O)OC(n5cnc6c(N)ncnc65)C4OC)OC(n4cnc5c(N)ncnc54)C3O)OC(n3cc(C)c(=O)[nH]c3=O)C2O)OC(n2cnc3c(N)ncnc32)C1O.C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O	((14,), (48, 47))
1394	rule0038	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCC(=O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	((13, 15), (2,), (17, 15))
1435	rule0079	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O.CC(O)(CC(=O)O)CC(=O)O>>CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.O=C(O)CCC(=O)O	((48, 47), (4, 6))
1458	rule0728	O=P(O)(O)O.O=C1CC(O)(C(=O)O)CC(O)C1O>>O=C(O)C(=O)CC(O)C(O)C(O)COP(=O)(O)O	((2,), (0, 1, 2, 3, 4))
1478	rule0042	CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NCCSCC(N)C(=O)O>>CC(=O)NCCSCC(N)C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS	((1, 3), (0,))
1499	rule0014	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O.CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O)OC(=O)CCCCCCCC=CCC=CCCCCC>>CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCC=CCCCCC.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	((21,), (36, 37))
1519	rule0064	*C(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O>>*C(=O)NC(C=O)C(O)C(O)C(O)COP(=O)(O)O	((6, 5, 7),)
1519	rule0772	*C(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O>>*C(=O)NC(C=O)C(O)C(O)C(O)COP(=O)(O)O	((8, 7, 5, 6),)
1542	rule0067	O=C(O)CCCCC1CCSS1.*NC(CCCCN)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O>>*NC(CCCCNC(=O)CCCCC1CCSS1)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.O=P(O)(O)OP(=O)(O)O	((1, 2), (7,), (18, 15))
1584	rule0846	*P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OC(=O)C(N)C(C)C.O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O>>*P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O.CC(C)C(N)C(=O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	((21, 22), (2,), (17, 15))
1607	rule0023	O=C(CO)COP(=O)(O)O.O=C=O>>O=C(O)C(O)C(=O)COP(=O)(O)O	((2,), (1, 0))
1628	rule0002	OCC=Cc1ccc(O)cc1.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=CC=Cc1ccc(O)cc1	((1, 0), (3, 4, 5, 6, 7, 47))
1649	rule0022	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.*C=COCC(O)COP(=O)(O)OCC[N+](C)(C)C>>*C=COCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC.CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS	((15, 17), (6,))
1671	rule0592	O=CC(O)C(O)COP(=O)(O)O.O=P(O)(O)OCC1OC(O)(CO)C(O)C1O>>O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O.O=CC(O)COP(=O)(O)O	((1, 0), (7, 8, 9, 12, 14, 15))
1693	rule0061	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CC(=O)OCCC(N)C(=O)O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O.NC(CCO)C(=O)O	((47,), (1, 3))
1757	rule0017	*C(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)OC(*)=O.O=P(O)(O)O>>*C(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O)OC(*)=O.O	((16,), (2, 1))
1777	rule0003	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.CC(=O)C(C)O>>CC(O)C(C)O.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	((3, 4, 5, 41, 42, 43), (1, 2))
1799	rule0006	*C(=O)NC(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3NC(C)=O)C(O)C2O)C(O)C1O)C(*)O.CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO>>*C(=O)NC(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3NC(C)=O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C(O)C1O)C(*)O.O	((46, 47), (9,))
1819	rule0465	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.*NC(CCCCNC(=O)CCCCC(S)CCSC(C)=O)C(*)=O>>*NC(CCCCNC(=O)CCCCC(S)CCS)C(*)=O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	((47,), (19, 18))
1839	rule0013	CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)C1CCC(=O)N1)C(=O)NC(CC(C)C)C(=O)O.O>>CC(C)CC(N)C(=O)O.CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)C1CCC(=O)N1)C(=O)O	((108, 110), (0,))
1881	rule0051	CC(=O)C(=O)O.CC(O)C=O>>CC(O)C(O)CC(=O)C(=O)O	((0,), (3, 4))
1901	rule0014	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O.*C(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(*)=O>>*C(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O)OC(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	((21,), (24, 25))
1966	rule0007	*C(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(*)=O.O>>*C(=O)O.*C(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C	((1, 3), (0,))
1987	rule0098	O=P(O)(O)OC1OC(CO)C(O)C1O.Nc1ncnc2[nH]cnc12>>Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O.O=P(O)(O)O	((5, 4), (6,))
2007	rule0032	*C1OC(COP(=O)(O)O)C(O)C1*>>*C1OC2COP(=O)(O)OC2C1*.O	((8, 10, 11),)
2028	rule1222	O=S(=O)(O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O.O=P(O)(O)OP(=O)(O)O	((3,), (18, 15))
2071	rule0023	CC(O)C(=O)O.O=C=O>>O=C(O)CC(O)C(=O)O	((0,), (1, 0))
2093	rule1067	CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O>>CC(=O)C=O.NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	((2, 1, 3, 5),)
2116	rule0013	CCCCCCCCCCCCCC(=O)NCCO.O>>CCCCCCCCCCCCCC(=O)O.NCCO	((13, 15), (0,))
2159	rule0012	*NC(CCC(=O)O)C(=O)O.NCCCCC(N)C(=O)O>>*NC(CCC(=O)NC(CCCCN)C(=O)O)C(=O)O.O	((5, 7), (6,))
2181	rule0001	CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O.*NC(CC(=O)NC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4NC(C)=O)C3O)C(O)C2NC(C)=O)C(O)C1NC(C)=O)C(*)=O>>*NC(CC(=O)NC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(O)C4OC4OC(CO)C(O)C(O)C4NC(C)=O)C3O)C(O)C2NC(C)=O)C(O)C1NC(C)=O)C(*)=O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	((5, 6), (36,))
2202	rule0070	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)[nH]c1=O.O>>Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O	((22, 23, 24), (0,))
